"010032", "WEDOWEE HOSPITAL", "209 NORTH MAIN STREET", "", "", "WEDOWEE", "AL", "36278", "RANDOLPH", "2563572111", "Acute Care Hospitals", "Government - Local", "Y",33.3166331,-85.4874423
"010033", "UNIVERSITY OF ALABAMA HOSPITAL", "619 SOUTH 19TH STREET", "", "", "BIRMINGHAM", "AL", "35233", "JEFFERSON", "2059344011", "Acute Care Hospitals", "Government - State", "Y",33.50611,-86.8022258
"010034", "COMMUNITY HOSPITAL INC", "805 FRIENDSHIP ROAD", "", "", "TALLASSEE", "AL", "36078", "ELMORE", "3342836541", "Acute Care Hospitals", "Voluntary non-profit - Private", "Y",32.534053,-85.912363
"010035", "CULLMAN REGIONAL MEDICAL CENTER", "1912 ALABAMA HIGHWAY 157", "", "", "CULLMAN", "AL", "35058", "CULLMAN", "2567372000", "Acute Care Hospitals", "Government - Hospital District or Authority", "Y",34.2006364,-86.8063051
"010036", "ANDALUSIA REGIONAL HOSPITAL", "849 SOUTH THREE NOTCH STREET", "", "", "ANDALUSIA", "AL", "36420", "COVINGTON", "3342228466", "Acute Care Hospitals", "Proprietary", "Y",31.3003242,-86.4910896
"010038", "STRINGFELLOW MEMORIAL HOSPITAL", "301 EAST 18TH ST", "", "", "ANNISTON", "AL", "36201", "CALHOUN", "2562358900", "Acute Care Hospitals", "Proprietary", "Y",33.6676744,-85.8342036
"010039", "HUNTSVILLE HOSPITAL", "101 SIVLEY RD", "", "", "HUNTSVILLE", "AL", "35801", "MADISON", "2562651000", "Acute Care Hospitals", "Government - Hospital District or Authority", "Y",34.721046,-86.581799
"010040", "GADSDEN REGIONAL MEDICAL CENTER", "1007 GOODYEAR AVENUE", "", "", "GADSDEN", "AL", "35903", "ETOWAH", "2564944000", "Acute Care Hospitals", "Proprietary", "Y",34.0094108,-85.9707768
"010044", "MARION REGIONAL MEDICAL CENTER", "1256 MILITARY STREET SOUTH", "", "", "HAMILTON", "AL", "35570", "MARION", "2059216200", "Acute Care Hospitals", "Voluntary non-profit - Private", "Y",34.126815,-87.990457
"010045", "FAYETTE MEDICAL CENTER", "1653 TEMPLE AVENUE NORTH", "", "", "FAYETTE", "AL", "35555", "FAYETTE", "2059325966", "Acute Care Hospitals", "Voluntary non-profit - Other", "Y",33.7075713,-87.8238314
"010046", "RIVERVIEW REGIONAL MEDICAL CENTER", "600 SOUTH THIRD STREET", "", "", "GADSDEN", "AL", "35901", "ETOWAH", "2565435200", "Acute Care Hospitals", "Proprietary", "Y",34.0042649,-86.003393
"010047", "GEORGIANA MEDICAL CENTER", "515 N MIRANDA AVENUE", "", "", "GEORGIANA", "AL", "36033", "BUTLER", "3343762205", "Acute Care Hospitals", "Proprietary", "Y",31.6437007,-86.7427434
"010049", "MEDICAL CENTER ENTERPRISE", "400 N EDWARDS STREET", "", "", "ENTERPRISE", "AL", "36330", "COFFEE", "3343470584", "Acute Care Hospitals", "Proprietary", "Y",31.318647,-85.855114
"010050", "ST VINCENTS BLOUNT", "150 GILBREATH DRIVE", "", "", "ONEONTA", "AL", "35121", "BLOUNT", "2052743000", "Acute Care Hospitals", "Voluntary non-profit - Private", "Y",33.9333149,-86.4949828
"010051", "GREENE COUNTY HOSPITAL", "509 WILSON AVENUE", "", "", "EUTAW", "AL", "35462", "GREENE", "2053723388", "Acute Care Hospitals", "Government - Local", "Y",32.8421786,-87.8900856
"010052", "LAKE MARTIN COMMUNITY HOSPITAL", "201 MARIARDEN ROAD", "", "", "DADEVILLE", "AL", "36853", "TALLAPOOSA", "2568257821", "Acute Care Hospitals", "Proprietary", "Y",32.8200178,-85.7415988
"010054", "PARKWAY MEDICAL CENTER", "1874 BELTLINE RD SW", "", "", "DECATUR", "AL", "35601", "MORGAN", "2563502211", "Acute Care Hospitals", "Proprietary", "Y",34.5759169,-87.0169441
"010055", "FLOWERS HOSPITAL", "4370 WEST MAIN STREET", "", "", "DOTHAN", "AL", "36305", "HOUSTON", "3347935000", "Acute Care Hospitals", "Proprietary", "Y",31.238104,-85.457115
"010056", "ST VINCENT S BIRMINGHAM", "810 ST VINCENT S DRIVE", "", "", "BIRMINGHAM", "AL", "35205", "JEFFERSON", "2059397000", "Acute Care Hospitals", "Voluntary non-profit - Private", "Y",33.50819,-86.787808
"010058", "BIBB MEDICAL CENTER", "208 PIERSON AVE", "", "", "CENTREVILLE", "AL", "35042", "BIBB", "2059264881", "Acute Care Hospitals", "Government - Hospital District or Authority", "Y",32.9513954,-87.1445298
"010059", "LAWRENCE MEDICAL CENTER", "202 HOSPITAL STREET", "", "", "MOULTON", "AL", "35650", "LAWRENCE", "2569742200", "Acute Care Hospitals", "Government - Hospital District or Authority", "Y",34.4828965,-87.2860055
"010061", "HIGHLANDS MEDICAL CENTER", "380 WOODS COVE ROAD", "", "", "SCOTTSBORO", "AL", "35768", "JACKSON", "2562594444", "Acute Care Hospitals", "Government - Hospital District or Authority", "Y",34.6617311,-86.0466604
"010062", "WIREGRASS MEDICAL CENTER", "1200 W MAPLE AVENUE", "", "", "GENEVA", "AL", "36340", "GENEVA", "3346843655", "Acute Care Hospitals", "Government - Hospital District or Authority", "Y",31.0482465,-85.8899898
"010065", "RUSSELL HOSPITAL", "3316 HIGHWAY 280", "", "", "ALEXANDER CITY", "AL", "35010", "TALLAPOOSA", "2563297100", "Acute Care Hospitals", "Voluntary non-profit - Private", "Y",32.9457255,-85.985696
"010066", "FLORALA MEMORIAL HOSPITAL", "24273 FIFTH AVENUE", "", "", "FLORALA", "AL", "36442", "COVINGTON", "3348583287", "Acute Care Hospitals", "Proprietary", "Y",31.0020376,-86.3210207
"010069", "MEDICAL CENTER BARBOUR", "820 W WASHINGTON ST", "", "", "EUFAULA", "AL", "36027", "BARBOUR", "3346887271", "Acute Care Hospitals", "Government - Hospital District or Authority", "Y",31.8887,-85.1562
"010073", "CLAY COUNTY HOSPITAL", "83825 HIGHWAY 9    P O BOX 1270", "", "", "ASHLAND", "AL", "36251", "CLAY", "2563542131", "Acute Care Hospitals", "Government - Hospital District or Authority", "Y",33.2774467,-85.8220908
"010078", "NORTHEAST ALABAMA REGIONAL MED CENTER", "400 EAST 10TH STREET", "", "", "ANNISTON", "AL", "36207", "CALHOUN", "2562355121", "Acute Care Hospitals", "Government - Local", "Y",33.6563953,-85.8228352
"010079", "ATHENS-LIMESTONE HOSPITAL", "700 WEST MARKET STREET", "", "", "ATHENS", "AL", "35611", "LIMESTONE", "2562339292", "Acute Care Hospitals", "Government - Hospital District or Authority", "Y",34.8035006,-86.977276
"010083", "SOUTH BALDWIN REGIONAL MEDICAL CENTER", "1613 NORTH MCKENZIE STREET", "", "", "FOLEY", "AL", "36535", "BALDWIN", "2519493400", "Acute Care Hospitals", "Proprietary", "Y",30.426998,-87.683856
"010085", "DECATUR MORGAN HOSPITAL-DECATUR CAMPUS", "1201 7TH STREET SE", "", "", "DECATUR", "AL", "35601", "MORGAN", "2563412000", "Acute Care Hospitals", "Government - Hospital District or Authority", "Y",34.5905141,-86.9724775
"010086", "NORTHWEST MEDICAL CENTER", "1530 U S HIGHWAY 43", "", "", "WINFIELD", "AL", "35594", "MARION", "2054877736", "Acute Care Hospitals", "Proprietary", "Y",33.930952,-87.824744
"010087", "UNIV OF SOUTH ALABAMA MEDICAL CENTER", "2451 FILLINGIM STREET", "", "", "MOBILE", "AL", "36617", "MOBILE", "2514717110", "Acute Care Hospitals", "Government - State", "Y",30.706229,-88.099086
"010089", "WALKER BAPTIST MEDICAL CENTER", "3400 HIGHWAY 78 EAST", "", "", "JASPER", "AL", "35502", "WALKER", "2053874000", "Acute Care Hospitals", "Voluntary non-profit - Private", "Y",33.9015879,-87.5612209
"010090", "PROVIDENCE HOSPITAL", "6801 AIRPORT BOULEVARD", "", "", "MOBILE", "AL", "36608", "MOBILE", "2516331000", "Acute Care Hospitals", "Voluntary non-profit - Church", "Y",30.68199,-88.1989702
"010091", "GROVE HILL MEMORIAL HOSPITAL", "295 JACKSON HWY S", "", "", "GROVE HILL", "AL", "36451", "CLARKE", "2512753191", "Acute Care Hospitals", "Government - Local", "Y",30.4161484,-87.2757322
"010092", "D C H REGIONAL MEDICAL CENTER", "809 UNIVERSITY BOULEVARD EAST", "", "", "TUSCALOOSA", "AL", "35401", "TUSCALOOSA", "2057597111", "Acute Care Hospitals", "Government - Hospital District or Authority", "Y",33.205212,-87.525457
"010095", "HALE COUNTY HOSPITAL", "508 GREEN STREET", "", "", "GREENSBORO", "AL", "36744", "HALE", "3346243024", "Acute Care Hospitals", "Government - Local", "Y",32.6947556,-87.5874393
"010097", "ELMORE COMMUNITY HOSPITAL", "500 HOSPITAL DRIVE", "", "", "WETUMPKA", "AL", "36092", "ELMORE", "3345674311", "Acute Care Hospitals", "Government - State", "Y",32.5512271,-86.1901711
"010099", "D W MCMILLAN MEMORIAL HOSPITAL", "1301 BELLEVILLE AVENUE", "", "", "BREWTON", "AL", "36426", "ESCAMBIA", "2518678061", "Acute Care Hospitals", "Government - Hospital District or Authority", "Y",31.1291772,-87.0727943
"010100", "THOMAS HOSPITAL", "750 MORPHY AVENUE", "", "", "FAIRHOPE", "AL", "36532", "BALDWIN", "2519282375", "Acute Care Hospitals", "Government - Hospital District or Authority", "Y",30.5199809,-87.8882099
"010101", "CITIZENS BAPTIST MEDICAL CENTER", "604 STONE AVENUE", "", "", "TALLADEGA", "AL", "35161", "TALLADEGA", "2567614542", "Acute Care Hospitals", "Voluntary non-profit - Private", "Y",33.4397947,-86.0921538
"010102", "J PAUL JONES HOSPITAL", "317 MCWILLIAMS AVENUE", "", "", "CAMDEN", "AL", "36726", "WILCOX", "3346824131", "Acute Care Hospitals", "Government - Hospital District or Authority", "N",31.9986763,-87.2994899
"010103", "BAPTIST MEDICAL CENTER-PRINCETON", "701 PRINCETON AVENUE SOUTHWEST", "", "", "BIRMINGHAM", "AL", "35211", "JEFFERSON", "2057833800", "Acute Care Hospitals", "Voluntary non-profit - Church", "Y",33.49854,-86.84633
"010104", "TRINITY MEDICAL CENTER", "800 MONTCLAIR RD", "", "", "BIRMINGHAM", "AL", "35213", "JEFFERSON", "2055921000", "Acute Care Hospitals", "Proprietary", "Y",33.5162064,-86.7488668
"010108", "PRATTVILLE BAPTIST HOSPITAL", "124 S MEMORIAL DR", "", "", "PRATTVILLE", "AL", "36067", "AUTAUGA", "3343614267", "Acute Care Hospitals", "Government - Hospital District or Authority", "Y",32.464172,-86.451767
"010109", "PICKENS COUNTY MEDICAL CENTER", "241 ROBERT K WILSON", "", "", "CARROLLTON", "AL", "35447", "PICKENS", "2053678111", "Acute Care Hospitals", "Government - Hospital District or Authority", "Y",33.2617871,-88.0950263
"010110", "BULLOCK COUNTY HOSPITAL", "102 WEST CONECUH AVENUE", "", "", "UNION SPRINGS", "AL", "36089", "BULLOCK", "3347382140", "Acute Care Hospitals", "Proprietary", "Y",32.1433448,-85.7146811
"010112", "BRYAN W WHITFIELD MEM HOSP INC", "105 HIGHWAY 80 EAST", "", "", "DEMOPOLIS", "AL", "36732", "MARENGO", "3342894000", "Acute Care Hospitals", "Government - Hospital District or Authority", "Y",32.4350821,-88.3261816
"010113", "MOBILE INFIRMARY", "5 MOBILE INFIRMARY CIRCLE", "", "", "MOBILE", "AL", "36652", "MOBILE", "2514354700", "Acute Care Hospitals", "Voluntary non-profit - Private", "Y",30.6950036,-88.0796725
"010114", "MEDICAL WEST  AN AFFILIATE OF UAB HEALTH SYSTEM", "995 9TH AVENUE SOUTHWEST", "", "", "BESSEMER", "AL", "35021", "JEFFERSON", "2054817000", "Acute Care Hospitals", "Government - Hospital District or Authority", "Y",33.3731475,-86.9916645
"010118", "VAUGHAN REG MED CENTER PARKWAY CAMPUS", "1015 MEDICAL CENTER PARKWAY", "", "", "SELMA", "AL", "36701", "DALLAS", "3344184100", "Acute Care Hospitals", "Proprietary", "Y",32.4295,-87.0559
"010120", "MONROE COUNTY HOSPITAL", "2016 SOUTH ALABAMA AVENUE  BOX 886", "", "", "MONROEVILLE", "AL", "36460", "MONROE", "2515753111", "Acute Care Hospitals", "Government - Local", "Y",31.5279399,-87.3247077
"010125", "LAKELAND COMMUNITY HOSPITAL", "42024 HIGHWAY 195 E     POST OFFICE BOX 780", "", "", "HALEYVILLE", "AL", "35565", "WINSTON", "2054857117", "Acute Care Hospitals", "Voluntary non-profit - Church", "Y",34.226488,-87.6214133
"010126", "TROY REGIONAL MEDICAL CENTER", "1330 HIGHWAY 231 SOUTH", "", "", "TROY", "AL", "36081", "PIKE", "3346705000", "Acute Care Hospitals", "Government - Federal", "Y",31.7809853,-85.947535
"010128", "JACKSON MEDICAL CENTER", "220 HOSPITAL DRIVE", "", "", "JACKSON", "AL", "36545", "CLARKE", "2512469021", "Acute Care Hospitals", "Proprietary", "Y",31.5302989,-87.8931936
"010129", "NORTH BALDWIN INFIRMARY", "1815 HAND AVENUE", "", "", "BAY MINETTE", "AL", "36507", "BALDWIN", "2519375521", "Acute Care Hospitals", "Voluntary non-profit - Private", "Y",30.9010855,-87.7826661
"010130", "ST VINCENT S ST CLAIR", "7063 VETERANS PARKWAY", "", "", "PELL CITY", "AL", "35125", "SAINT CLAIR", "2053383301", "Acute Care Hospitals", "Voluntary non-profit - Private", "Y",33.6043705,-86.3017253
"010131", "CRESTWOOD MEDICAL CENTER", "ONE HOSPITAL DR SE", "", "", "HUNTSVILLE", "AL", "35801", "MADISON", "2568823100", "Acute Care Hospitals", "Proprietary", "Y",34.692792,-86.571787
"010138", "HILL HOSPITAL OF SUMTER COUNTY", "751 DERBY DRIVE", "", "", "YORK", "AL", "36925", "SUMTER", "2053925263", "Acute Care Hospitals", "Voluntary non-profit - Other", "Y",32.4917056,-88.2960199
"010139", "BROOKWOOD MEDICAL CENTER", "2010 BROOKWOOD MEDICAL CENTER DRIVE", "", "", "BIRMINGHAM", "AL", "35209", "JEFFERSON", "2058771000", "Acute Care Hospitals", "Proprietary", "Y",33.4636415,-86.7771671
"010144", "SPRINGHILL MEDICAL CENTER", "3719 DAUPHIN STREET", "", "", "MOBILE", "AL", "36608", "MOBILE", "2513449630", "Acute Care Hospitals", "Proprietary", "Y",30.6854594,-88.1316966
"010146", "JACKSONVILLE MEDICAL CENTER", "1701 SOUTH PELHAM ROAD", "", "", "JACKSONVILLE", "AL", "36265", "CALHOUN", "2567824538", "Acute Care Hospitals", "Proprietary", "Y",33.7825269,-85.7616961
"010148", "EVERGREEN MEDICAL CENTER", "101 CRESTVIEW AVENUE", "", "", "EVERGREEN", "AL", "36401", "CONECUH", "2515782480", "Acute Care Hospitals", "Proprietary", "Y",31.4312802,-86.9414221
"010149", "BAPTIST MEDICAL CENTER EAST", "400 TAYLOR ROAD", "", "", "MONTGOMERY", "AL", "36117", "MONTGOMERY", "3342448330", "Acute Care Hospitals", "Government - Hospital District or Authority", "Y",32.387975,-86.175763
"01014F", "BIRMINGHAM VA MEDICAL CENTER", "700 SOUTH 19TH STREET", "", "", "BIRMINGHAM", "AL", "35233", "", "2059334515", "ACUTE CARE - VETERANS ADMINISTRATION", "Government Federal", "N",33.504285,-86.800961
"010150", "L V STABLER MEMORIAL HOSPITAL", "29 L V STABLER DRIVE", "", "", "GREENVILLE", "AL", "36037", "BUTLER", "3343822200", "Acute Care Hospitals", "Proprietary", "Y",31.8288717,-86.6454237
"010157", "SHOALS HOSPITAL", "201 WEST AVALON AVENUE", "", "", "MUSCLE SHOALS", "AL", "35661", "COLBERT", "2563861601", "Acute Care Hospitals", "Government - Hospital District or Authority", "Y",34.7449729,-87.6756122
"010158", "RUSSELLVILLE HOSPITAL", "15155 HIGHWAY 43", "", "", "RUSSELLVILLE", "AL", "35653", "FRANKLIN", "2563321611", "Acute Care Hospitals", "Proprietary", "Y",34.5043515,-87.7169313
"010164", "COOSA VALLEY MEDICAL CENTER", "315 W HICKORY ST", "", "", "SYLACAUGA", "AL", "35150", "TALLADEGA", "2562495000", "Acute Care Hospitals", "Voluntary non-profit - Other", "Y",33.165474,-86.2538019
"010168", "JACK HUGHSTON MEMORIAL HOSPITAL", "4401 RIVER CHASE DRIVE", "", "", "PHENIX CITY", "AL", "36867", "RUSSELL", "3347323000", "Acute Care Hospitals", "Government - State", "Y",32.5080845,-85.0086714
"010169", "ATMORE COMMUNITY HOSPITAL", "401 MEDICAL PARK DRIVE", "", "", "ATMORE", "AL", "36502", "ESCAMBIA", "2513682500", "Acute Care Hospitals", "Government - Hospital District or Authority", "Y",31.016683,-87.476801
"010171", "CHOCTAW GENERAL HOSPITAL", "401 VANITY FAIR LANE  PO BOX 618", "", "", "BUTLER", "AL", "36904", "CHOCTAW", "2054599100", "Acute Care Hospitals", "Voluntary non-profit - Private", "Y",32.0917011,-88.2083096
"01019F", "VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY", "215 PERRY HILL ROAD", "", "", "MONTGOMERY", "AL", "36109", "", "3342604100", "ACUTE CARE - VETERANS ADMINISTRATION", "Government Federal", "N",32.3773329,-86.2462271
"01021F", "TUSCALOOSA VA MEDICAL CENTER", "3701 LOOP ROAD", "", "", "TUSCALOOSA", "AL", "35404", "", "2055542000", "ACUTE CARE - VETERANS ADMINISTRATION", "Government Federal", "N",33.1908,-87.4865
"011300", "WASHINGTON COUNTY HOSPITAL", "14600 ST. STEPHENS AVENUE", "", "", "CHATOM", "AL", "36518", "WASHINGTON", "2518472223", "Critical Access Hospitals", "Voluntary non-profit - Other", "Y",31.4626907,-88.2528208
"011302", "RED BAY HOSPITAL", "211 HOSPITAL ROAD", "", "", "RED BAY", "AL", "35582", "FRANKLIN", "2563569532", "Critical Access Hospitals", "Government - Hospital District or Authority", "Y",34.4575212,-88.1477316
"011304", "CHOCTAW GENERAL HOSPITAL", "401 VANITY FAIR LANE  PO BOX 618", "", "", "BUTLER", "AL", "36904", "CHOCTAW", "2054599100", "Critical Access Hospitals", "Voluntary non-profit - Private", "Y",32.0917011,-88.2083096
"013301", "UNIV OF S AL CHILDREN S & WOMEN S HOS", "1700 CENTER STREET", "", "", "MOBILE", "AL", "36604", "MOBILE", "2514151000", "Childrens", "Government - State", "Y",30.6976,-88.077931
"020001", "PROVIDENCE ALASKA MEDICAL CENTER", "BOX 196604", "", "", "ANCHORAGE", "AK", "99519", "ANCHORAGE", "9072613675", "Acute Care Hospitals", "Voluntary non-profit - Private", "Y",60.9490169,-149.1703365
"020006", "MAT-SU REGIONAL MEDICAL CENTER", "2500 SOUTH WOODWORTH LOOP", "", "", "PALMER", "AK", "99645", "MATANUSKA SUSITNA", "9077468600", "Acute Care Hospitals", "Voluntary non-profit - Private", "Y",61.562971,-149.2578179
"020008", "BARTLETT REGIONAL HOSPITAL", "3260 HOSPITAL DR", "", "", "JUNEAU", "AK", "99801", "JUNEAU", "9077968900", "Acute Care Hospitals", "Government - Local", "Y",58.3290517,-134.4651597
"020012", "FAIRBANKS MEMORIAL HOSPITAL", "1650 COWLES STREET", "", "", "FAIRBANKS", "AK", "99701", "FAIRBANKS NORTH STAR", "9074528181", "Acute Care Hospitals", "Voluntary non-profit - Other", "Y",64.8338862,-147.7394414
"020017", "ALASKA REGIONAL HOSPITAL", "2801 DEBARR ROAD", "", "", "ANCHORAGE", "AK", "99508", "ANCHORAGE", "9072761131", "Acute Care Hospitals", "Proprietary", "Y",61.2104699,-149.8288469
"020018", "YUKON KUSKOKWIM DELTA REG HOSPITAL", "PO BOX 287", "", "", "BETHEL", "AK", "99559", "BETHEL", "9075436300", "Acute Care Hospitals", "Government - Federal", "Y",60.7922222,-161.7558333
"020024", "CENTRAL PENINSULA GENERAL HOSPITAL", "250 HOSPITAL PLACE", "", "", "SOLDOTNA", "AK", "99669", "KENAI PENINSULA", "9072624404", "Acute Care Hospitals", "Voluntary non-profit - Other", "Y",60.4932335,-151.07751
"020026", "ALASKA NATIVE MEDICAL CENTER", "4315 DIPLOMACY DR", "", "", "ANCHORAGE", "AK", "99508", "ANCHORAGE", "9075632662", "Acute Care Hospitals", "Government - Federal", "Y",61.1825633,-149.8004081
"020027", "MT EDGECUMBE HOSPITAL", "222 TONGASS DR", "", "", "SITKA", "AK", "99835", "SITKA", "9079662411", "Acute Care Hospitals", "Voluntary non-profit - Private", "Y",57.0522518,-135.3559715
"021301", "PROVIDENCE VALDEZ MEDICAL CENTER", "PO BOX 550", "", "", "VALDEZ", "AK", "99686", "VALDEZ CORDOVA", "9078352249", "Critical Access Hospitals", "Government - Local", "Y",61.1308333,-146.3483333
"021302", "PROVIDENCE SEWARD HOSPITAL", "417 FIRST AVENUE  PO BOX 365", "", "", "SEWARD", "AK", "99664", "KENAI PENINSULA", "9072245205", "Critical Access Hospitals", "Government - Local", "Y",60.1051123,-149.4463694
"021303", "SITKA COMMUNITY HOSPITAL", "209 MOLLER DRIVE", "", "", "SITKA", "AK", "99835", "SITKA", "9077473241", "Critical Access Hospitals", "Government - Local", "Y",57.0581004,-135.3460815
"021304", "PETERSBURG MEDICAL CENTER", " PO BOX 589", "", "", "PETERSBURG", "AK", "99833", "", "9077724291", "Critical Access Hospitals", "Voluntary non-profit - Other", "Y",56.8125,-132.9555556
"021305", "WRANGELL MEDICAL CENTER", "310 BENNETT STREET PO BOX 1081", "", "", "WRANGELL", "AK", "99929", "", "9078747000", "Critical Access Hospitals", "Government - Local", "Y",56.4729338,-132.3754271
"021306", "PROVIDENCE KODIAK ISLAND MEDICAL CTR", "1915 EAST REZANOF DRIVE", "", "", "KODIAK", "AK", "99615", "KODIAK ISLAND", "9074869592", "Critical Access Hospitals", "Voluntary non-profit - Private", "Y",57.8001235,-152.3752777
"021307", "CORDOVA COMMUNITY MEDICAL CENTER", "PO BOX 160 - 602 CHASE AVENUE", "", "", "CORDOVA", "AK", "99574", "VALDEZ CORDOVA", "9074248000", "Critical Access Hospitals", "Government - Local", "Y",60.5411276,-145.7503229
"021308", "NORTON SOUND REGIONAL HOSPITAL", "306 WEST 5TH AVENUE  P O BOX 966", "", "", "NOME", "AK", "99762", "NOME", "9074433311", "Critical Access Hospitals", "Voluntary non-profit - Private", "Y",64.5004571,-165.3998303
"021309", "KANAKANAK HOSPITAL", "P O BOX 130", "", "", "DILLINGHAM", "AK", "99576", "DILLINGHAM", "9078425201", "Critical Access Hospitals", "Voluntary non-profit - Private", "Y",59.0397222,-158.4575
"021311", " KETCHIKAN MEDICAL CENTER", "3100 TONGASS AVENUE", "", "", "KETCHIKAN", "AK", "99901", "KETCHIKAN GATEWAY", "9072255171", "Critical Access Hospitals", "Voluntary non-profit - Church", "Y",55.3537353,-131.6863481
"021312", "SAMUEL SIMMONDS MEMORIAL HOSPITAL", "P O BOX 29", "", "", "BARROW", "AK", "99723", "NORTH SLOPE", "9078524611", "Critical Access Hospitals", "Government - Federal", "Y",71.2715487,-156.7514504
"021313", "SOUTH PENINSULA HOSPITAL", "4300 BARTLETT ST", "", "", "HOMER", "AK", "99603", "KENAI PENINSULA", "9072358101", "Critical Access Hospitals", "Voluntary non-profit - Private", "Y",59.6531099,-151.5480429
"030001", "MARYVALE HOSPITAL", "5102 WEST CAMPBELL AVENUE", "", "", "PHOENIX", "AZ", "85031", "MARICOPA", "6238485000", "Acute Care Hospitals", "Proprietary", "Y",33.502772,-112.170444
"030002", "BANNER GOOD SAMARITAN MEDICAL CENTER", "1111 EAST MCDOWELL ROAD", "", "", "PHOENIX", "AZ", "85006", "MARICOPA", "6022392000", "Acute Care Hospitals", "Voluntary non-profit - Other", "Y",33.465137,-112.057972
"030006", "TUCSON MEDICAL CENTER", "5301 EAST GRANT ROAD", "", "", "TUCSON", "AZ", "85712", "PIMA", "5203275461", "Acute Care Hospitals", "Voluntary non-profit - Private", "Y",32.252939,-110.881353
